,title,article,price,cat_1,cat_2,cat_3,url,description,caracteristics,source,date
166,Беговая дорожка UnixFit UNIXFIT ST-560E White,400015657,39490,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/400015657b.jpg," Беговая дорожка UnixFit ST-560E создана по технологии Compact Folding: благодаря складной конструкции при хранении она занимает совсем немного места. Мотор 2,5 л.с. с системой шумоподавления Smartex и защитой от перегрева обеспечивает скорость до 14 км/час. Полотно 125х42 см дополнено антискользящим покрытием. Наибольшая нагрузка, которую выдерживает модель, — 120 кг. Угол наклона регулируется. В поручни встроены датчики пульса, результаты измерений, а также количество сожженных калорий и другую важную информацию устройство выводит на дисплей. Доступно 15 тренировочных программ. Размеры в рабочем состоянии — 153х69х124 см, вес — 50 кг.", Гарантия 2 года Страна Китай Длина полотна 425 см Максимальный вес пользователя 120 кг Ширина полотна 42 см Максимальная скорость 14 км/ч Регулировка угла наклона 10 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 153 см Ширина 69 см Высота 124 см Вес 50 кг Цвет белый ,www.mvideo.ru,2023-08-16
167,Беговая дорожка UnixFit MX-910T,4079680,89890,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/4079680b.jpg," Беговая дорожка UnixFit MX-910T поможет вам быстро улучшить физические показатели и сбросить лишний вес. Скорость устройства рассчитана на 14,8 км/ч. Вы самостоятельно можете корректировать угол наклона до 15%. Максимальный параметр соответствует забегу в горы. Все настройки, в том числе сердечный ритм и дистанция, отображаются на ярком дисплее.   Платформа оснащена удобной подставкой под необходимые аксессуары: бутылка с водой, смартфон, планшет. Благодаря прочным транспортировочным роликам вы можете оперативно перевезти конструкцию в другое месте, не повредив при этом напольное покрытие. Эта серия тренажеров специально разработана для интенсивных ежедневных занятий спортсменов любого уровня подготовки.   Спортивное оборудование обладает улучшенной системой амортизации, что дает оптимальный комфорт и безопасность при проведении тренировок. Использование в производстве высококачественных комплектующих и оригинальных составляющих обеспечивает длительный срок службы. Читать полностью", Гарантия 2 года Страна Китай Длина полотна 137 см Максимальный вес пользователя 160 кг Ширина полотна 49 см Максимальная скорость 18 км/ч Мощность двигателя (л.с.) 3.5 Регулировка угла наклона 15 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 185 см Ширина 82 см Высота 138 см Вес 76 кг Цвет черный ,www.mvideo.ru,2023-08-16
168,Беговая дорожка FURENDO Nagoya 2.0,400038896,47690,Тренажры,Беговые дорожки,FURENDO,https://img.mvideo.ru/Big/400038896bb.jpg," Беговая дорожка Furendo Nagoya 2.0 может считывать пульс пользователя с помощью сенсорных датчиков и поддерживает подключение специального пояса, который передает показания беспроводным способом. В лицевой части тренажера установлены жидкокристаллический экран и панель управления: можно просматривать время тренировки, пульс, сожженные калории, пройденное расстояние, изменять скорость вращения полотна и выбирать одну из 12 программ тренировок. Тренажер рассчитан на пользователей весом до 100 кг. За движение полотна отвечает двигатель мощностью 2 л. с., который развивает скорость вращения до 14 км/час. Размер рабочего полотна — 1230х420 мм, его угол наклона можно регулировать вручную от 3° до 5°. Тренажер оснащен динамиками: можно подключить смартфон или планшет через модуль Bluetooth для просмотра фильмов или прослушивания музыки во время тренировки. На корпусе есть два держателя для бутылок, транспортировочные ролики, компенсаторы неровности пола и держатель под смартфон или планшет. Читать полностью", Гарантия 1 год Страна Китай Длина полотна 123 см Максимальный вес пользователя 110 кг Ширина полотна 42 см Максимальная скорость 14 км/ч Мощность двигателя (л.с.) 2 Регулировка угла наклона 3 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 159 см Ширина 130 см Высота 74 см Вес 65 кг ,www.mvideo.ru,2023-08-16
169,Беговая дорожка Orlauf Merlin A,400178855,55990,Тренажры,Беговые дорожки,Orlauf,https://img.mvideo.ru/Big/400178855bb.jpg,,,www.mvideo.ru,2023-08-16
170,Беговая дорожка Evo Fitness Blade Plus,400163977,27990,Тренажры,Беговые дорожки ,Evo Fitness,https://img.mvideo.ru/Pdb/400163977b.jpg,,,www.mvideo.ru,2023-08-16
171,Беговая дорожка Evo Fitness GENESIS,400164976,49990,Тренажры,Беговые дорожки ,Evo Fitness,https://img.mvideo.ru/Pdb/400164976b.jpg,, Гарантия 2 года Страна Китай Хорошо придумано складывается в высоту 25см. Длина полотна 132 см Максимальный вес пользователя 120 кг Ширина полотна 43 см Максимальная скорость 15 км/ч Мощность двигателя (л.с.) 2 Регулировка угла наклона 3 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 142 см Ширина 74 см Высота 124 см Вес 51 кг ,www.mvideo.ru,2023-08-16
172,Беговая дорожка Bronze Gym T940M,400150040,371990,Тренажры,Беговые дорожки ,Bronze Gym,https://img.mvideo.ru/Big/400150040bb.jpg," Беговая дорожка Bronze Gym T940M механического типа оснащена гусеничным полотном, состоящим из 60 сегментов и отличающимся размерами 160х44 см, не требующим регулярной смазки. Максимальная нагрузка составляет 180 кг. Удобство эксплуатации обеспечивает компактный цифровой дисплей, отображающий данные о калориях и расстоянии, пульсе.   Крупные кнопки помогают переключаться между разделами меню. Скорость движения может достигать 15 км/ч. В нижней части располагаются колесики, упрощающие транспортировку модели и перемещение по комнате. Два изогнутых поручня позволяют держаться во время ходьбы или бега, гарантируют безопасность. Корпус окрашен в черный цвет. Габариты — 172х81х161 см. Вес — 130 кг. Читать полностью",,www.mvideo.ru,2023-08-16
173,Беговая дорожка Bronze Gym T960M_TFT,400084242,512990,Тренажры,Беговые дорожки ,Bronze Gym,https://img.mvideo.ru/Big/400084242bb.jpg," Беговая дорожка Bronze Gym T960M_TFT оснащена полотном 155х60 см, дополненным системой автоматической смазки. Мощность мотора Fuji Electric — 7,2 л. с., предельная скорость — 22 км/час. Угол наклона можно регулировать. Модель предлагает 44 программы и рассчитана на тех, чей вес не превышает 180 кг. Для управления и контроля результатов тренировок предусмотрен цветной дисплей с TFT-матрицей 18,5 дюйма. На нем отображаются данные о пройденном расстоянии, скорости, потраченных калориях и пульсе. Колесики помогают перемещать тренажер. Размеры — 225х92х166 см, вес — 205 кг."," Гарантия 3 года Страна Китай Обратите внимание Система автоматической смазки бегового полотна Удачное решение 18,5-дюймовый сенсорный цветной TFT-дисплей Важная особенность Двигатель Fuji Electric Пользователи оценят Ортопедическое полотно Habasit NVT-232 Хорошо придумано 44 программы Длина полотна 155 см Максимальный вес пользователя 180 кг Ширина полотна 60 см Максимальная скорость 22 км/ч Мощность двигателя (л.с.) 7.2 Регулировка угла наклона 15 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да ",www.mvideo.ru,2023-08-16
174,Беговая дорожка Carbon Fitness T756 HRC,400125783,88990,Тренажры,Беговые дорожки ,Carbon Fitness,https://img.mvideo.ru/Pdb/400125783b.jpg," Беговая дорожка Carbon Fitness T756 HRC позволит провести полноценную тренировку в пределах дома. Нагрузка на тренажер не должна превышать 140 кг. Регулируется наклон от 0° до 15°. Встроен мощный двигатель — 4 л.с. Цифровой дисплей голубого цвета 12,5 см показывает информацию о скорости, дистанции, пульсе, израсходованных калориях.   Встроены 22 программы тренировки, которые позволят подобрать подходящий вариант для каждого. Бутылки и аксессуары удобно размещать в специальных отсеках на консоли. Складная конструкция устройства позволяет хранить его в комнатах с ограниченным пространством. Прибор работает от сети. Размеры — 166х73х138 см. Вес — 58,9 кг. Читать полностью", Гарантия 1 год Страна Китай Обратите внимание 12.5 см голубой многофункциональный LCD дисплей Удачное решение двигатель американской компании Leeson Важная особенность 22 встроенные программы Пользователи оценят отсеки для бутылок и аксессуаров на консоли Хорошо придумано Складная конструкция Длина полотна 130 см Максимальный вес пользователя 140 кг Ширина полотна 44 см Максимальная скорость 16 км/ч Мощность двигателя (л.с.) 4 Регулировка угла наклона 15 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да ,www.mvideo.ru,2023-08-16
175,Беговая дорожка UnixFit ST-630R White,400016057,52490,Тренажры,Беговые дорожки,UnixFit,https://img.mvideo.ru/Pdb/400016057b.jpg," Беговая дорожка UnixFit ST-630R White с корпусом белого цвета, дополненным колесиками для перемещения, оснащена мотором 2 л.с. У него есть защита от перегрева и система шумоподавления Smartex. Скорость движения меняется от 0,8 до 14 км/час, угол наклона регулируется. Полотно 122х42,5 см оснащено антискользящим покрытием. Максимальный вес занимающегося человека, на который рассчитано устройство, — 120 кг. На консоль с дисплеями выводится дистанция, время, прошедшее с начала тренировки, частота пульса и другая важная информация. Доступно 14 программ. Размеры — 144х66х123 см, вес — 50 кг.", Гарантия 2 года Страна Китай Длина полотна 122 см Максимальный вес пользователя 120 кг Ширина полотна 42.5 см Максимальная скорость 14 км/ч Мощность двигателя (л.с.) 2 Регулировка угла наклона 10 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 144 см Ширина 66 см Высота 123 см Вес 50 кг ,www.mvideo.ru,2023-08-16
176,Беговая дорожка Orlauf Merlin M,400178876,49990,Тренажры,Беговые дорожки,Orlauf,https://img.mvideo.ru/Big/400178876bb.jpg,, Гарантия 2 года Страна Китай Обратите внимание Возможность подключения к приложению Fitshow. Удачное решение Кнопки регулировки скорости на рукоятках. Пользователи оценят В сложенном виде ее толщина всего 20 см Хорошо придумано Подключение музыки через Bluetooth Длина полотна 130 см Максимальный вес пользователя 130 кг Ширина полотна 45 см Максимальная скорость 16 км/ч Мощность двигателя (л.с.) 2.75 Регулировка угла наклона 4 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да ,www.mvideo.ru,2023-08-16
177,Беговая дорожка Bronze Gym T815M,400170453,215990,Тренажры,Беговые дорожки ,Bronze Gym,https://img.mvideo.ru/Big/400170453bb.jpg,, Гарантия 3 года Страна Китай Обратите внимание Японский двигатель Fuji Electric Co. Удачное решение Выбор скорости и угла наклона клавишами выбора Важная особенность 32 встроенные программы Пользователи оценят износостойкое беговое полотно Habasit NVT Хорошо придумано основной LED дисплей с точечной матрицей Длина полотна 150 см Максимальный вес пользователя 160 кг Ширина полотна 56 см Максимальная скорость 20 км/ч Мощность двигателя (л.с.) 4 Регулировка угла наклона 15 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да ,www.mvideo.ru,2023-08-16
178,Беговая дорожка Xterra TR180,4128666,69990,Тренажры,Беговые дорожки,Xterra,https://img.mvideo.ru/Pdb/4128666b.jpg," Беговая дорожка Xterra TR180 — высококачественный тренажер, который поможет вам натренировать тело, повысить выносливость и сбросить лишний вес. Производитель оснащает модель мощным двигателем, который в сочетании с надежными комплектующими делает возможным интенсивную ходьбу и бег на скорости до 16 км/ч. Вы самостоятельно можете корректировать угол наклона.   Конструктивные особенности спортивного модуля позволяют быстро складывать его и компактно хранить в горизонтальном или вертикальном положении. Прибор оборудован динамиками с линейным входом для внешних устройств, что обеспечивает комфорт. Встроенная амортизационная система купирует удары, вибрации и минимизирует риск травмы.  В конструкции кардиотренажера применяется профиль с увеличенным сечением, это повышает прочность и надежность платформы, способной выдерживать высокие нагрузки. Для оперативного выбора режима на лицевой части консоли расположено 9 кнопок. Читать полностью", Гарантия 1 год Страна Китай Обратите внимание Складная конструкция Удачное решение Система амортизации Важная особенность 13 предустановленных программ Пользователи оценят Транспортировочные колесики Хорошо придумано Электронная регулировка наклона Длина полотна 127 см Максимальный вес пользователя 125 кг Ширина полотна 40 см Максимальная скорость 16 км/ч Мощность двигателя (л.с.) 1.5 Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да ,www.mvideo.ru,2023-08-16
179,Беговая дорожка Svensson Body Labs PHYSIOLINE_TBX_TOUCH,400145958,114990,Тренажры,Беговые дорожки  ,Svensson Body Labs,https://img.mvideo.ru/Pdb/400145958b.jpg," Беговая дорожка Svensson Body Labs Physioline_Tbx_Touch используется для проведения комплексных и разнообразных тренировок за счет 82 программ. Отсеки на фронтальной панели помогут разместить крупные бутылки с водой или шейкеры со спортивными коктейлями. Предельная скорость движения полотна — 16 км/ч. Угол наклона — до 15°. Длина — 128 см, ширина — 42 см.   Модель оснащена двигателем Mitsubishi мощностью 4,8 л.с. Световая индикация подходит для отслеживания расхода калорий, параметров пульса и пройденную дистанцию. В основании расположены аккуратные колесики, помогающие переместить тренажер с одного места на другое. Удобство раскладывания обеспечивает гидравлика Easy Drop. Рабочее напряжение — 220 В. Максимальная нагрузка — 140 кг. Габариты — 167х76х141 см. Вес — 57 кг. Читать полностью", Гарантия 2 года Страна Китай Обратите внимание двигатель Mitsubishi (постоянный ток) Удачное решение 82 встроенные программы Важная особенность складная конструкция Пользователи оценят большие отсеки для бутылки и аксессуаров Хорошо придумано гидравлика Easy Drop™ для плавного опускания Длина полотна 128 см Максимальный вес пользователя 140 кг Ширина полотна 42 см Максимальная скорость 16 км/ч Мощность двигателя (л.с.) 4.8 Регулировка угла наклона 15 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да ,www.mvideo.ru,2023-08-16
180,Беговая дорожка FURENDO Tokyo 2.0,400038893,50290,Тренажры,Беговые дорожки,FURENDO,https://img.mvideo.ru/Pdb/400038893b.jpg," Беговая дорожка Furendo Tokyo 2.0 серого цвета обладает рабочим полотном размером 1210х410 мм. Можно выбрать одну из трех программ тренировок, установленных в систему, просматривать время тренировки, скорость бега, пройденное расстояние и измерять пульс — для этих целей есть светодиодный цветной дисплей и датчики на поручнях.  Тренажер поддерживает подключение смартфона или планшета через Bluetooth: есть возможность проигрывания музыки через встроенные динамики и использования приложения Spax, которое транслирует информацию о тренировках на подключенное устройство. Мощность установленного двигателя — 2 л. с. Ее хватает для вращения полотна на скорости до 15 км/ч. Тренажер рассчитан на вес до 100 кг, оснащен транспортировочными роликами и держателем для смартфона или планшета. Читать полностью", Гарантия 1 год Страна Китай Длина полотна 121 см Максимальный вес пользователя 100 кг Ширина полотна 41 см Максимальная скорость 15 км/ч Мощность двигателя (л.с.) 2 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 156.7 см Ширина 119.5 см Высота 77 см Вес 41 кг Цвет серый ,www.mvideo.ru,2023-08-16
181,Беговая дорожка Svensson Body Labs BALANCE CM,400056018,66990,Тренажры,Беговые дорожки  ,Svensson Body Labs,https://img.mvideo.ru/Big/400056018bb.jpg," Беговая дорожка Svensson Body Labs Balance CM с усиленной, защищенной от коррозии рамой рассчитана на весовую нагрузку до 120 кг. Размер многослойной антискользящей беговой ленты — 1200х420 мм. Двигатель постоянного тока мощностью 2,0-3,5 л.с. приводит в движение ленту со скоростью 0,1-14 км/ч и может работать без перерыва до 8 часов в сутки. Предусмотрена возможность смены угла наклона дорожки от 0° до 12° для проработки мышц разных групп и увеличения нагрузки. Амортизаторы (удлиненные эластомеры, силикон-гелевые подушки) снижают нагрузку на суставы и позвоночник. Стойка пульта управления кардиотренажером совмещена с поручнями с сенсорными измерителями пульса, отсеками для бутылки воды и аксессуаров. Многофункциональный сенсорный экран с голубой подсветкой информирует о пройденной дистанции, частоте сердечных сокращений, потраченных калориях, скорости движения. Жироанализатор рассчитывает уровень метаболизма и суточную норму калорий. Кардиотренажер обеспечивает доступ к 14 предустановленным программам, синхронизируется по Bluetooth с мобильным приложением FitShow, которое может стать центром управления тренировочным процессом. Дорожка оснащена аудиовходом и встроенными колонками, которые позволяют воспроизводить аудиофайлы с MP3 и совместимого мобильного устройства. Порт USB обеспечивает подзарядку гаджетов во время тренировок. Двухфазная гидравлическая система Easy Drop упрощает процесс складывания тренажера, при его раскладывании способствует медленному опусканию полотна. Читать полностью", Гарантия 3 года Страна Китай Обратите внимание двигатель Mitsubishi (постоянный ток) Удачное решение Bluetooth FTMS для подключения к приложениям Важная особенность складная конструкция Пользователи оценят большие отсеки для бутылки и аксессуаров Хорошо придумано гидравлика Easy Drop™ для плавного опускания Длина полотна 120 см Максимальный вес пользователя 120 кг Ширина полотна 42 см Максимальная скорость 14 км/ч Мощность двигателя (л.с.) 3.5 Регулировка угла наклона 12 * Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да ,www.mvideo.ru,2023-08-16
182,Беговая дорожка Svensson Body Labs BALANCE DM,400056081,88990,Тренажры,Беговые дорожки  ,Svensson Body Labs,https://img.mvideo.ru/Big/400056081bb.jpg," Беговая дорожка Svensson Body Labs Balance DM с усиленной, защищенной от коррозии рамой рассчитана на весовую нагрузку до 130 кг. Размер многослойной антискользящей беговой ленты — 1300х460 мм. Двигатель постоянного тока мощностью 3,0-4,0 л.с. приводит в движение ленту со скоростью 0,1-18 км/ч и может работать без перерыва до 8 часов в сутки. Предусмотрена возможность смены угла наклона дорожки от 0° до 12° для проработки мышц разных групп и увеличения нагрузки. Амортизаторы (удлиненные эластомеры, силикон-гелевые подушки) снижают нагрузку на суставы и позвоночник. Стойка пульта управления кардиотренажером совмещена с поручнями с сенсорными измерителями пульса, отсеками для бутылки воды и аксессуаров. Многофункциональный сенсорный экран с голубой подсветкой информирует о пройденной дистанции, частоте сердечных сокращений, потраченных калориях, скорости движения. Жироанализатор рассчитывает уровень метаболизма и суточную норму калорий. Кардиотренажер обеспечивает доступ к 26 предустановленным программам, синхронизируется по Bluetooth с мобильным приложением FitShow, которое может стать центром управления тренировочным процессом. Дорожка оснащена аудиовходом и встроенными колонками, которые позволяют воспроизводить аудиофайлы с MP3 и совместимого мобильного устройства. Порт USB обеспечивает подзарядку гаджетов во время тренировок. Двухфазная гидравлическая система Easy Drop упрощает процесс складывания тренажера, при его раскладывании способствует медленному опусканию полотна. Читать полностью",,www.mvideo.ru,2023-08-16
183,Беговая дорожка Evo Fitness Fusion Blue,400174020,17990,Тренажры,Беговые дорожки ,Evo Fitness,https://img.mvideo.ru/Pdb/400174020b.jpg,, Гарантия 2 года Страна Китай Хорошо придумано Ультротонкая Длина полотна 102 см Максимальный вес пользователя 100 кг Ширина полотна 38 см Максимальная скорость 6 км/ч Мощность двигателя (л.с.) 1 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 119 см Ширина 48 см Высота 10.5 см Вес 15 кг Цвет балтийский синий ,www.mvideo.ru,2023-08-16
184,Беговая дорожка Titanium Masters Physiotech THF,4081133,89990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081133b.jpg," Беговая дорожка Titanium Masters Physiotech THF станет отличным домашним персональным тренером и поможет вам улучшить спортивную форму. Модель оснащается 12 режимами интервальных тренировок, что помогает быстро подобрать подходящую систему и даже разработать собственный график.  Чтобы менять скорости (они установлены на 3, 6, 9 и 12 км/ч) используйте удобные кнопки переключения. При необходимости можно повышать нагрузки и бежать с имитацией забега на гору. Встроенный мобильный компьютер тщательно отслеживает ваши физические параметры и выводит данные на яркий дисплей: контролируйте потраченные калории, интенсивность пробежки и пройденную дистанцию.   Проверяйте пульс прямо в процессе занятий с помощью датчиков. Модификация создана с максимальным уровнем безопасности. Благодаря тренажеру вы можете не только улучшать свои показатели, но и эффективно сбрасывать лишний вес! Специальные амортизационные элементы защитят ваши суставы от опасного перегруза. Читать полностью", Гарантия 3 месяца Страна Китай Длина полотна 135 см Максимальный вес пользователя 140 кг Ширина полотна 48 см Максимальная скорость 18 км/ч Мощность двигателя (л.с.) 3.5 Регулировка угла наклона 15 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 87.5 см Ширина 36.5 см Высота 219 см Вес 102 кг Цвет черный ,www.mvideo.ru,2023-08-16
185,Беговая дорожка Titanium Masters Physiotech TLF,4081139,119990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081139b.jpg," Беговая дорожка Titanium Masters Physiotech TLF станет отличным домашним персональным тренером и поможет вам улучшить спортивную форму. Модель оснащается 12 режимами интервальных тренировок, что помогает быстро подобрать подходящую систему и даже разработать собственный график.  Чтобы менять скорости (они установлены на 3, 6, 9 и 12 км/ч) используйте удобные кнопки переключения. При необходимости можно повышать нагрузки и бежать с имитацией забега на гору. Встроенный мобильный компьютер тщательно отслеживает ваши физические параметры и выводит данные на яркий дисплей: контролируйте потраченные калории, интенсивность пробежки и пройденную дистанцию.   Проверяйте пульс прямо в процессе занятий с помощью датчиков. Модификация создана с максимальным уровнем безопасности. Благодаря тренажеру вы можете не только улучшать свои показатели, но и эффективно сбрасывать лишний вес! Специальные амортизационные элементы защитят ваши суставы от опасного перегруза. Читать полностью", Гарантия 3 месяца Страна Китай Длина полотна 151 см Максимальный вес пользователя 150 кг Ширина полотна 53 см Максимальная скорость 20 км/ч Мощность двигателя (л.с.) 3.75 Регулировка угла наклона 20 * Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 96.5 см Ширина 42.5 см Высота 223 см Вес 128 кг Цвет черный ,www.mvideo.ru,2023-08-16
186,Беговая дорожка Titanium SF 0476,4081067,44990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Pdb/4081067b.jpg," Беговая дорожка Titanium SF 0476 оснащается надежным электронным управлением. Вы можете подобрать требуемый режим работы и прочие настройки с помощью удобной панели, размещенной на корпусе. Прибором можно управлять и через дистанционный пульт. На ярком цифровом дисплее отображаются все показатели тренировки: пройденная дистанция, количество израсходованных калорий.   Спортивный модуль обладает увеличенным по размеру полотном, что повышает удобство и комфорт при проведении занятий. Эта модель умеет функционировать как в авторежиме, так и при стабильной скорости вращения платформы. Первый вариант помогает контролировать темп забега (для ускорения необходимо переместиться к краю спортдорожки).  Благодаря инновационному двигателю конструкция поддерживает заданную мощность независимо от нагрузки. Для ее создания используются оригинальные и высококачественные комплектующие, поэтому устройство долгое время сохраняет функциональность. Читать полностью", Гарантия 3 месяца Страна Китай Длина полотна 120 см Максимальный вес пользователя 100 кг Ширина полотна 46 см Максимальная скорость 6 км/ч Мощность двигателя (л.с.) 0.75 Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 74 см Ширина 14.1 см Высота 154 см Вес 31.6 кг Цвет черный/ серый ,www.mvideo.ru,2023-08-16
187,Беговая дорожка Titanium Masters Slimtech S60,400177613,94990,Тренажры,Беговые дорожки,Titanium,https://img.mvideo.ru/Big/400177613bb.jpg,, Гарантия 1 год Страна Китай Максимальный вес пользователя 150 кг Регулировка угла наклона Да Цифровой дисплей Да Индикация дистанции Да Индикация выбранной скорости Да Индикация расхода калорий Да Индикация пульса Да Колесики для перемещения Да Питание от сети 220 В Да Глубина 180.8 см Ширина 86 см Высота 22.2 см Вес 77 кг Цвет черный ,www.mvideo.ru,2023-08-16
